De verplichte EHBO-cursus,ond,bleek,pv,geen overbodige luxe,dng,te zijn,nwg,,,,,,
De deelnemers aan de talentenjacht,ond,waren,pv,heel zenuwachtig,dng,,nwg,,,,,,
Een rondreis door het Kaukasusgebergte,ond,schijnt,pv,redelijk gevaarlijk,dng,te zijn,nwg,,,,,,
De kinderen van mijn zus,ond,zijn,pv,heel druk,dng,geworden,nwg,,,,,,
Het nieuwe openluchtzwembad,ond,was,pv,adembenemend mooi,dng,geworden,nwg,,,,,,
De Poolse judoka,ond,bleek,pv,onverslaanbaar,dng,te zijn,nwg,,,,,,
Het schaakspel,ond,blijkt,pv,een Chinese uitvinding,dng,te zijn,nwg,,,,,,
De overleden zanger van Queen,ond,blijft,pv,mijn favoriete artiest,dng,,nwg,,,,,,
Het handschrift van de biologieleraar,ond,was,pv,onleesbaar,dng,,nwg,,,,,,
Het huisje in de bossen van Drenthe,ond,bleek,pv,een goede en zeer winstgevende investering,dng,,nwg,,,,,,
Mijn oude buurjongen,ond,is,pv,Nederlands kampioen zwemmen,dng,geworden,nwg,,,,,,
De verfilming van Lord of the rings,ond,is,pv,een grote hit,dng,geworden,nwg,,,,,,
Sommige schoonmaakmiddelen,ond,blijken,pv,zeer gevaarlijk,dng,te zijn,nwg,,,,,,
De buitenlandse studenten,ond,blijken,pv,heel ijverig en leergierig,dng,te zijn,nwg,,,,,,
Dat kleine dorpje aan de Amstel,ond,is,pv,een stad van wereldformaat,dng,geworden,nwg,,,,,,
Onze automonteur,ond,bleek,pv,heel bekwaam,dng,te zijn,nwg,,,,,,
Jan Jansen,ond,was,pv,de eerste Nederlandse winnaar van de Tour de France,dng,,nwg,,,,,,
De Amerikaan Neil Armstrong,ond,was,pv,de eerste man op de maan,dng,,nwg,,,,,,
De restauratie van de romaanse kerk in Namen,ond,is,pv,een enorm ingewikkelde klus,dng,gebleken,nwg,,,,,,
De zus van mijn vriendin,ond,was,pv,een grote fan van Michael Jackson,dng,,nwg,,,,,,
Zijn vakantie in Zuid-Duitsland,ond,was,pv,een grote teleurstelling,dng,geworden,nwg,,,,,,
De verdediging van de Duitse voetbalploeg,ond,bleek,pv,onpasseerbaar,dng,,nwg,,,,,,
De ogen van het fotomodel,ond,waren,pv,felblauw,dng,,nwg,,,,,,
Die schoenen,ond,zijn,pv,heel erg goedkoop,dng,,nwg,,,,,,
Het logo van de schoenenfabrikant,ond,is,pv,heel populair,dng,geworden,nwg,,,,,,
Het maken van de juiste keuze,ond,schijnt,pv,een hele opgave,dng,te zijn,nwg,,,,,,
De helft van mijn familie,ond,is,pv,verkouden,dng,geworden,nwg,,,,,,
Het personeel van de ambulance,ond,blijft,pv,rustig en kalm,dng,,nwg,,,,,,
Een minister of staatssecretaris,ond,hoort,pv,professioneel en kalm,dng,te blijven,nwg,,,,,,
Een goede docent,ond,moet,pv,geduldig en enthousiast,dng,zijn,nwg,,,,,,
De huid van de patiënt,ond,is,pv,geel,dng,geworden,nwg,,,,,,
Mijn stiefvader,ond,was,pv,een geweldige danser,dng,,nwg,,,,,,
Mijn opa en oma,ond,waren,pv,zeer zorgzaam,dng,,nwg,,,,,,
De bondscoach van het volleybalteam,ond,was,pv,heel ongeduldig,dng,,nwg,,,,,,
Het televisiedebat tussen de leiders van de politieke partijen,ond,was,pv,ontzettend boeiend,dng,,nwg,,,,,,
De inwoners van IJsland,ond,schijnen,pv,heel gelukkig,dng,te zijn,nwg,,,,,,
De fjorden aan de Noorse kust,ond,schijnen,pv,schilderachtig,dng,te zijn,nwg,,,,,,
De burgemeester van Amsterdam,ond,is,pv,60 jaar,dng,geworden,nwg,,,,,,
Mijn vriendin,ond,is,pv,tante,dng,geworden,nwg,,,,,,
Albert Einstein,ond,was,pv,briljant,dng,,nwg,,,,,,
De afgewezen sollicitant,ond,was,pv,heel erg onzeker,dng,geworden,nwg,,,,,,
De ovenschotels van mijn oma,ond,zijn,pv,heerlijk,dng,,nwg,,,,,,
Mijn favoriete kledingwinkel,ond,schijnt,pv,failliet,dng,te zijn,nwg,,,,,,
De ambitieuze student,ond,wil,pv,de beste schrijver van Nederland,dng,worden,nwg,,,,,,
De geadopteerde hond,ond,bleek,pv,onhandelbaar,dng,te zijn,nwg,,,,,,
De broer van mijn vriendin,ond,is,pv,heel erg ziek,dng,geworden,nwg,,,,,,
Een tosti met ham en kaas,ond,blijft,pv,mijn favoriete snack,dng,,nwg,,,,,,
Mijn rijleraar,ond,blijkt,pv,ongeduldig,dng,te zijn,nwg,,,,,,
De ontknoping van De aanslag,ond,is,pv,zeer spannend,dng,,nwg,,,,,,
De overlevingskansen van de opgesloten mijnwerkers,ond,zijn,pv,zeer gering,dng,,nwg,,,,,,
Het speelse hondje,ond,bleek,pv,onvermoeibaar,dng,te zijn,nwg,,,,,,
De militaire aanval op het dorpje,ond,bleek,pv,een vreselijke vergissing,dng,te zijn,nwg,,,,,,
De felle reactie van de politicus,ond,bleek,pv,een vreselijke vergissing,dng,te zijn,nwg,,,,,,
De felle reactie van de politicus,ond,was,pv,totaal ongepast,dng,,nwg,,,,,,
Boedapest,ond,is,pv,de grootste stad van Hongarije,dng,,nwg,,,,,,
Het nieuwe schoolgebouw,ond,schijnt,pv,erg modern,dng,te worden,nwg,,,,,,
De talentvolle presentator,ond,bleek,pv,erg sympathiek,dng,,nwg,,,,,,
Het Fins,ond,is,pv,een erg moeilijke taal,dng,,nwg,,,,,,
Wolven,ond,schijnen,pv,zeer intelligente dieren,dng,te zijn,nwg,,,,,,
De donorshow van BNN,ond,was,pv,erg controversieel,dng,,nwg,,,,,,
De resultaten van het eindexamen,ond,waren,pv,behoorlijk goed,dng,,nwg,,,,,,
De meeste kinderen uit oorlogsgebieden,ond,blijken,pv,zeer angstig,dng,te blijven,nwg,,,,,,
De verliezend finalist van de judofinale,ond,was,pv,erg emotioneel,dng,,nwg,,,,,,
Voortplanting bij pandaberen,ond,is,pv,een uiterst moeizaam proces,dng,,nwg,,,,,,
Bijna alle jonge jongens,ond,willen,pv,politieman,dng,worden,nwg,,,,,,
De watersnoodramp van 1953,ond,was,pv,een gigantische tragedie,dng,,nwg,,,,,,
De behandeling van zijn ziekte,ond,is,pv,vrij pijnlijk,dng,,nwg,,,,,,
De bezoekers van de James Bondfilm,ond,waren,pv,zeer ontevreden,dng,,nwg,,,,,,
Mijn ontmoeting met koningin Maxima,ond,was,pv,heel bijzonder,dng,,nwg,,,,,,
Het portret van Picasso,ond,bleek,pv,een vervalsing,dng,te zijn,nwg,,,,,,
De oplossing van het raadsel,ond,bleek,pv,heel simpel,dng,te zijn,nwg,,,,,,
Het betoog van de vijfdeklasser,ond,was,pv,uitzonderlijk goed,dng,,nwg,,,,,,
Een fietstocht door de Betuwe,ond,is,pv,heel rustgevend,dng,,nwg,,,,,,
De bekeurde automobilist,ond,was,pv,woedend,dng,,nwg,,,,,,
De regenbui,ond,was,pv,een spelbreker,dng,,nwg,,,,,,
Mijn favoriete politicus,ond,is,pv,minister,dng,geworden,nwg,,,,,,
De kracht van de aardbeving,ond,was,pv,allesvernietigend,dng,,nwg,,,,,,
Het gevonden fossiel,ond,bleek,pv,uiterst zeldzaam,dng,,nwg,,,,,,
De tassen van de brugklassers,ond,zijn,pv,groot en zwaar,dng,,nwg,,,,,,
De VVD,ond,is,pv,de grootste partij van Nederland,dng,geworden,nwg,,,,,,
Een notenallergie,ond,kan,pv,heel gevaarlijk,dng,zijn,nwg,,,,,,
Mijn buurman,ond,is,pv,de voorzitter van mijn sportclub,dng,geworden,nwg,,,,,,
De meeste hagedissen,ond,zijn,pv,razendsnel,dng,,nwg,,,,,,
De potvis,ond,is,pv,de grootste walvissoort,dng,,nwg,,,,,,
Dat dure televisieprogramma,ond,is,pv,een grote flop,dng,geworden,nwg,,,,,,
Onze kat,ond,is,pv,achttien jaar,dng,geworden,nwg,,,,,,
Bezuinigingen op de gezondheidszorg,ond,zullen,pv,een ramp,dng,worden,nwg,,,,,,
De geboortedatum van mijn overgrootvader,ond,bleek,pv,onjuist,dng,te zijn,nwg,,,,,,
Onze nieuwe tuin,ond,is,pv,prachtig,dng,geworden,,,,,,,
Heel aardig,dng,bleek,pv,de nieuwe conciërge,ond,te zijn,nwg,,,,,,
Een teleurstelling,dng,was,pv,de uitslag van de verkiezingen,ond,,nwg,,,,,,
Heel erg behulpzaam,dng,was,pv,de nieuwe buurman,ond,,nwg,,,,,,
Behoorlijk chagrijnig,dng,was,pv,de oppas,ond,geworden,nwg,,,,,,
Heel erg mooi,dng,is,pv,het nieuwe album van mijn favoriete zangeres,ond,geworden,nwg,,,,,,
Ontroostbaar,dng,is,pv,de verliezend finaliste,ond,,nwg,,,,,,
Zeer openhartig,dng,was,pv,de nieuwe koning,ond,,nwg,,,,,,
Bijzonder vervelend,dng,waren,pv,de opmerkingen van zijn oom,ond,,nwg,,,,,,
Tevreden en trots,dng,waren,pv,de winnaars van de bronzen medaille,ond,,nwg,,,,,,
Een echte publiekstrekker,dng,is,pv,dat pasgeboren ijsbeertje,ond,,nwg,,,,,,
Erg pittig,dng,schijnt,pv,dat Indiase gerecht,ond,te zijn,nwg,,,,,,
Een bijzondere stad,dng,schijnt,pv,Boedapest,ond,te zijn,nwg,,,,,,
Heel vermoeiend,dng,was,pv,mijn nachtdienst,ond,,nwg,,,,,,
Een vrolijke jongen,dng,is,pv,de oudste zoon van mijn zus,ond,geworden,nwg,,,,,,
Een groot succes,dng,is,pv,de samenwerking tussen de twee universiteiten,ond,gebleken,nwg,,,,,,
Gemotiveerd,dng,zijn,pv,de deelnemers aan de voorleeswedstrijd,ond,,nwg,,,,,,
Landskampioen,dng,is,pv,mijn favoriete handbalteam,ond,geworden,nwg,,,,,,
Zeer verkouden,dng,is,pv,mijn kleine broertje,ond,geworden,nwg,,,,,,
Een bekende architect,dng,is,pv,de vader van Suzanne,ond,,nwg,,,,,,
Erg matig,dng,waren,pv,de resultaten van het onderzoek,ond,,nwg,,,,,,
Een grote liefhebber van klassieke muziek,dng,bleek,pv,die zanger,ond,te zijn,nwg,,,,,,
Helemaal fout,dng,bleek,pv,de routebschrijving van de agent,ond,,nwg,,,,,,
Margot,dng,is,pv,de naam van mijn moeder,ond,,nwg,,,,,,
Onbegaanbaar,dng,bleek,pv,het landweggetje,ond,te zijn,nwg,,,,,,
Heel duur,dng,bleek,pv,de restauratie van het schilderij,ond,te zijn,nwg,,,,,,
Bekende toneelspelers,dng,zijn,pv,de ouders van Marieke,ond,,nwg,,,,,,
Redelijk positief,dng,was,pv,de uitkomst van het ziekenhuisonderzoek,ond,,nwg,,,,,,
Een strenge moeder,dng,is,pv,zij,ond,geworden,nwg,,,,,,
Honderdtwaalf jaar,dng,is,pv,de oudste inwoner van Nederland,ond,geworden,nwg,,,,,,
Rijk en beroemd,dng,wilde,pv,de ambitieuze actrice,ond,worden,nwg,,,,,,
Een dure miskoop,dng,bleek,pv,de oude aanvaller,ond,te zijn,nwg,,,,,,
Gewelddadig,dng,bleek,pv,de gearresteerde vrouw,ond,,nwg,,,,,,
Een grote hit,dng,bleek,pv,de cover van het liedje,ond,te zijn geworden,nwg,,,,,,
Erg interessant,dng,was,pv,de lezing over de geschiedenis van de Nederlandse taal,ond,,nwg,,,,,,
Heel streng,dng,leek,pv,de nieuwe voorzitter van de Tweede Kamer,ond,,nwg,,,,,,
De beste advocate van Nederland,dng,wilde,pv,ik,ond,worden,nwg,,,,,,
Een beetje ziek,dng,is,pv,de dirigent,ond,geworden,nwg,,,,,,
Een gevaar voor de volksgezondheid,dng,blijkt,pv,dit chemische afval,ond,te zijn,nwg,,,,,,
Hongaarse uitvindingen,dng,bleken,pv,lucifers en balpennen,ond,te zijn,nwg,,,,,,
Een vervalsing,dng,bleek,pv,het briefje van honderd euro,ond,te zijn,nwg,,,,,,
Teleurgesteld,dng,waren,pv,de meegereisde supporters,ond,,nwg,,,,,,
Aanvoerder van het nationale basketbalteam,dng,is,pv,zijn neef,ond,geworden,nwg,,,,,,
Echte dierenvrienden,dng,moeten,pv,medewerkers van het dierenasiel,ond,zijn,nwg,,,,,,
Heel serieus,dng,zijn,pv,de meeste buitenlandse studenten,ond,,nwg,,,,,,
Een voorbeeld voor de mensheid,dng,is,pv,Nelson Mandela,ond,,nwg,,,,,,
Een zeer goede chirurg,dng,is,pv,die verwaande student,ond,geworden,nwg,,,,,,
Kapot,dng,bleek,pv,mijn nieuwe horloge,ond,te zijn,nwg,,,,,,
Nederlands kampioen,dng,is,pv,de jonge turner,ond,geworden,nwg,,,,,,
De beste voetballer van de klas,dng,is,pv,Jeroen,ond,,nwg,,,,,,
De snelste deelnemer,dng,bleek,pv,de ervaren atleet,ond,te zijn,nwg,,,,,,
Een erg spannend verhaal,dng,is,pv,de roman De aanslag,ond,,nwg,,,,,,
Te zwaar,dng,bleek,pv,de politieagent,ond,te zijn,nwg,,,,,,
Een kenner van de Russische literatuur,dng,schijnt,pv,onze burgemeester,ond,te zijn,nwg,,,,,,
Een bijzondere eigenschap,dng,is,pv,hun gastvrijheid,ond,,nwg,,,,,,
De moeilijkste taal van de wereld,dng,schijnt,pv,het Hongaars,ond,te zijn,nwg,,,,,,
Zeer tevreden,dng,was,pv,mijn opa,ond,,nwg,,,,,,
Wereldberoemd,dng,zijn,pv,de schilderijen van Van Gogh,ond,,nwg,,,,,,
Heel erg spannend,dng,was,pv,het einde van de film,ond,,nwg,,,,,,
Dierenarts,dng,is,pv,zijn vriendin,ond,geworden,nwg,,,,,,
Een groot gevaar,dng,schijnt,pv,de lekkende zeecontainer,ond,te zijn,nwg,,,,,,
Ontzettend vuil,dng,was,pv,het water van de Adriatische Zee,ond,,nwg,,,,,,
Meedogenloos,dng,was,pv,de scheidsrechter,ond,,nwg,,,,,,
Een grote teleurstelling,dng,is,pv,het concert,ond,geworden,nwg,,,,,,
De bekendste website van de wereld,dng,is,pv,Facebook,ond,,nwg,,,,,,
Zeer populair,dng,is,pv,de spontane staatssecretaris,ond,geworden,nwg,,,,,,
Een mooie vrouw,dng,is,pv,zijn dochter,ond,geworden,nwg,,,,,,
Een schitterend gebied,dng,schijnt,pv,het Kaukasusgebergte,ond,te zijn,nwg,,,,,,
Een beruchte crimineel,dng,bleek,pv,onze buurman,ond,te zijn,nwg,,,,,,
Zeer slim,dng,schijnen,pv,dolfijnen,ond,te zijn,nwg,,,,,,
Saai en voorspelbaar,dng,was,pv,die nieuwe actiefilm,ond,,nwg,,,,,,
Erg teleurstellend,dng,waren,pv,de resultaten van die toets,ond,,nwg,,,,,,
Zeer ontevreden,dng,bleken,pv,de leerlingen,ond,te zijn,nwg,,,,,,
Een erg romantische stad,dng,schijnt,pv,Venetië,ond,te zijn,nwg,,,,,,
Irritant,dng,zijn,pv,die vele reclames,ond,,nwg,,,,,,
Piloot,dng,wil,pv,ik,ond,worden,nwg,,,,,,
Een gehaaide oplichter,dng,bleek,pv,de tuinman,ond,te zijn,nwg,,,,,,
Het mooiste dorp van Nederland,dng,schijnt,pv,Broek in Waterland,ond,te zijn,nwg,,,,,,
De oudste voetbalclub van Nederland,dng,schijnt,pv,de Koninklijke HFC,ond,te zijn,nwg,,,,,,
Beschermde diersoorten,dng,zijn,pv,panda's en neushoorns,ond,,nwg,,,,,,
Een kanshebber voor Olympisch goud,dng,schijnt,pv,de Griekse discuswerper,ond,te zijn,nwg,,,,,,
De hoogste toren van Utrecht en omstreken,dng,is,pv,de domtoren,ond,,nwg,,,,,,
De hoofdstad van Noord-Holland,dng,is,pv,Haarlem,ond,,nwg,,,,,,
Zeer succesvol,dng,is,pv,die Italiaanse operazanger,ond,geworden,nwg,,,,,,
Zeer gastvrij,dng,schijnt,pv,het Tsjechische volk,ond,te zijn,nwg,,,,,,
Heel beleefd,dng,zijn,pv,de inwoners van het Engelse dorpje Haslad,ond,,nwg,,,,,,
Smakeloos,dng,was,pv,de vissoep,ond,,nwg,,,,,,
Heel ambitieus,dng,is,pv,de ijverige stagiaire,ond,,nwg,,,,,,
Erg klantgericht,dng,moet,pv,het hotelpersoneel zijn,ond,,nwg,,,,,,
Erg geliefd,dng,is,pv,die oude nieuwslezeres,ond,,nwg,,,,,,
Snotverkouden,dng,was,pv,de presentator van het populaire televisieprogramma,ond,,nwg,,,,,,
Een beetje verlegen,dng,was,pv,het kleine jongetje,ond,,nwg,,,,,,
Heel gul,dng,was,pv,de tevreden bezoeker van het restaurant,ond,,nwg,,,,,,
Een bekende voetballer,dng,was,pv,de vader van Marco,ond,,nwg,,,,,,
Heel serieus,dng,zijn,pv,de studenten van de filmacademie,ond,,nwg,,,,,,
Een hels karwei,dng,is,pv,de bouw van de Noord-Zuidlijn,ond,gebleken,nwg,,,,,,
Negentig jaar,dng,was,pv,de opgewekte vrouw,ond,geworden,nwg,,,,,,
Een grote teleurstelling,dng,werd,pv,de televisieshow,ond,,nwg,,,,,,
Erg riskant,dng,was,pv,het besluit van de regering,ond,,nwg,,,,,,
Erg verslavend,dng,schijnt,pv,dit medicijn,ond,te zijn,nwg,,,,,,
Koningin van het zomercarnaval,dng,is,pv,de beste vriendin van mijn zus,ond,geworden,nwg,,,,,,
Mijn oma,ond,lijdt,pv,aan een milde vorm van dementie,vzv,,wwg,,,,,,
Een grote groep jongens,ond,heeft,pv,aan de danswedstrijd,vzv,deelgenomen,wwg,,,,,,
De peuter,ond,was,pv,aan haar pop,vzv,gehecht,wwg,,,,,,
Veel fans van het Nederlands elftal,ond,hopen,pv,op betere resultaten,vzv,,wwg,,,,,,
De automobilisten,ond,keken,pv,naar het overstekende hertje,vzv,,wwg,,,,,,
Zijn oom,ond,lijdt,pv,aan een zeldzame ziekte,vzv,,wwg,,,,,,
De leerlingen,ond,luisteren,pv,naar hun docent,vzv,,wwg,,,,,,
De burgemeester van Vlissingen,ond,reageerde,pv,op het ernstige ongeluk,vzv,,wwg,,,,,,
Het bejaarde koppel,ond,praat,pv,over de kleinkinderen,vzv,,wwg,,,,,,
De minister-president,ond,rekende,pv,op de steun van het volk,vzv,,wwg,,,,,,
De twee buren,ond,ruziën,pv,over de geluidsoverlast,vzv,,wwg,,,,,,
Het meisje,ond,schrok,pv,van de schaduw,vzv,,wwg,,,,,,
De voetballer,ond,smeekte,pv,om een penalty,vzv,,wwg,,,,,,
Het veilinghuis,ond,twijfelde,pv,aan de echtheid van het schilderij,vzv,,wwg,,,,,,
De handbalploeg,ond,verloor,pv,van de grote concurrent,vzv,,wwg,,,,,,
De imposante zwaan,ond,wachtte,pv,op haar kuikens,vzv,,wwg,,,,,,
De ontroerde presentator,ond,zocht,pv,naar de juiste woorden,vzv,,wwg,,,,,,
Mijn vader,ond,zorgt,pv,voor zijn zieke zus,vzv,,wwg,,,,,,
Het oude vrouwtje,ond,zorgt,pv,voor de zwerfkatten,vzv,,wwg,,,,,,
De drukke leerling,ond,werkt,pv,aan zijn concentratieprobleem,vzv,,wwg,,,,,,
De patiënt,ond,wachtte,pv,op een donornier,vzv,,wwg,,,,,,
De zanger,ond,rekende,pv,op volle zalen,vzv,,wwg,,,,,,
De chirurg,ond,praatte,pv,met de patiënt,vzv,,wwg,,,,,,
De vrachtwagenchauffeur,ond,schrok,pv,van de boete,vzv,,wwg,,,,,,
Weinig inwoners,ond,hebben,pv,op de enquête over veiligheid,vzv,gereageerd,wwg,,,,,,
Drie miljoen Nederlands,ond,hebben,pv,naar het afgelopen songfestival,vzv,gekeken,wwg,,,,,,
Tessa,ond,houdt,pv,van pizza,vzv,,wwg,,,,,,
De boswachter,ond,genoot,pv,van de bloeiende bloemen,vzv,,wwg,,,,,,
De stoerste jongen van de klas,ond,heeft,pv,aan de musical,vzv,deelgenomen,wwg,,,,,,
De woedende schaatser,ond,reageerde,pv,op de sussende woorden van de coach,vzv,,wwg,,,,,,
De weduwe,ond,was,pv,aan de laatste foto van zijn vrouw,vzv,gehecht,wwg,,,,,,
De zangeres,ond,genoot,pv,van de aandacht,vzv,,wwg,,,,,,
Het verlegen meisje,ond,hoopte,pv,op een afspraakje met haar idool,vzv,,wwg,,,,,,
De leider van de politieke partij,ond,rekent,pv,op veel stemmen,vzv,,wwg,,,,,,
De inbrekers,ond,zijn,pv,van de waakhond,vzv,geschrokken,wwg,,,,,,
De studenten,ond,hadden,pv,op minder huiswerk,vzv,gerekend,wwg,,,,,,
De zeer oude man,ond,heeft,pv,aan de marathon van New York,vzv,deelgenomen,wwg,,,,,,
De advocaat,ond,zocht,pv,naar een oplossing,vzv,,wwg,,,,,,
De vrouw,ond,vreesde,pv,voor haar leven,vzv,,wwg,,,,,,
Het echtpaar,ond,is,pv,van de energierekening,vzv,geschrokken,wwg,,,,,,
Veel bomen in de Amsterdamse binnenstad,ond,lijden,pv,aan een bijzondere bomenziekte,vzv,,wwg,,,,,,
Iedereen,ond,houdt,pv,van een goede maaltijd,vzv,,wwg,,,,,,
De beginnende schrijver,ond,genoot,pv,van de goede recensies,vzv,,wwg,,,,,,
De directie van het theater,ond,heeft,pv,op de bezuinigingsplannen van de overheid,vzv,gereageerd,wwg,,,,,,
De dictator,ond,heeft,pv,op een conflict met het buurland,vzv,aangestuurd,wwg,,,,,,
De klassenleraar,ond,heeft,pv,op betere cijfers,vzv,aangedrongen,wwg,,,,,,
Het uitgeputte personeel,ond,genoot,pv,van de vrije middag,vzv,,wwg,,,,,,
Mijn buurvrouw,ond,zorgt,pv,voor haar zieke ouders,vzv,,wwg,,,,,,
De klant,ond,informeerde,pv,naar de prijs van de tweedehands auto,vzv,,wwg,,,,,,
Hij,ond,lijkt,pv,op zijn broer,vzv,,wwg,,,,,,
De fans van Barcelona,ond,hopen,pv,op een mooie overwinning,vzv,,wwg,,,,,,
Mijn ouders,ond,hebben,pv,aan het tennistoernooi,vzv,deelgenomen,wwg,,,,,,
Mijn moeder,ond,is,pv,op het aanbod van de telefonisch verkoper,vzv,ingegeaan,wwg,,,,,,
De verontwaardigde arts,ond,heeft,pv,op het beleid van de directie,vzv,afgegeven,wwg,,,,,,
De verdediger,ond,anticipeerde,pv,op de voorzet van de tegenpartij,vzv,,wwg,,,,,,
Het jarige meisje,ond,genoot,pv,van alle aandacht,vzv,,wwg,,,,,,
Wilde beren,ond,houden,pv,van honing,vzv,,wwg,,,,,,
Veel dorpsbewoners,ond,keken,pv,naar de uitslaande brand,vzv,,wwg,,,,,,
De leden van de Tweede Kamer,ond,hebben,pv,naar de toespraak van de nieuwe koning,vzv,geluisterd,wwg,,,,,,
De scholier,ond,heeft,pv,over de wiskundesom,vzv,nagedacht,wwg,,,,,,
Mijn hond,ond,is,pv,van het onweer,vzv,geschrokken,wwg,,,,,,
De arrestant,ond,smeekte,pv,om een andere advocaat,vzv,,wwg,,,,,,
Prooidieren,ond,moeten,pv,voor hun belagers,vzv,uitkijken,wwg,,,,,,
De fietsers,ond,moesten,pv,voor de harde wind,vzv,uitkijken,wwg,,,,,,
De bevolking,ond,vreesde,pv,voor een bloedige burgeroorlog,vzv,,wwg,,,,,,
Het eekhoorntje,ond,zocht,pv,naar zijn verstopte noten,vzv,,wwg,,,,,,
De volkszanger,ond,zorgde,pv,voor een uitbundige stemming,vzv,,wwg,,,,,,
De gestreste student,ond,wachtte,pv,op de eindexamenuitslag,vzv,,wwg,,,,,,
De mijnwerkers,ond,hebben,pv,op betere werkomstandigheden,vzv,aangedrongen,wwg,,,,,,
De boze moeder,ond,heeft,pv,op het drukke proefwerkrooster van haar dochter,vzv,afgegeven,wwg,,,,,,
Het Nederlandse televisiepubliek,ond,heeft,pv,op de finale van de talentenjacht,vzv,afgestemd,wwg,,,,,,
De helikopterpiloot,ond,is,pv,van de oorspronkelijke route,vzv,afgeweken,wwg,,,,,,
Veel bekende muzikanten,ond,hebben,pv,aan het benefietconcert,vzv,deelgenomen,wwg,,,,,,
De scholieren,ond,genoten,pv,van hun vrije dag,vzv,,wwg,,,,,,
De modeontwerper,ond,hoopt,pv,op enthousiaste reacties,vzv,,wwg,,,,,,
Niemand,ond,houdt,pv,van regenachtig weer,vzv,,wwg,,,,,,
De fysiotherapeut,ond,heeft,pv,naar mijn rechterknie gekeken,vzv,,wwg,,,,,,
Sommige oud-militairen,ond,lijden,pv,aan een stresssyndroom,vzv,,wwg,,,,,,
Kistkalveren en andere opgehokte dieren,ond,lijden,pv,aan veel stress,vzv,,wwg,,,,,,
De brave kinderen,ond,hebben,pv,naar de uitleg van hun juf,vzv,geluisterd,wwg,,,,,,
De ondernemers,ond,hebben,pv,over de inrichting van hun kantoorpand,vzv,nagedacht,wwg,,,,,,
De molenaar,ond,praatte,pv,over de geschiedenis van zijn molen,vzv,,wwg,,,,,,
De gevangene,ond,vroeg,pv,om een vervroegde vrijlating,vzv,,wwg,,,,,,
De kudde olifanten,ond,is,pv,van de rat,vzv,geschrokken,wwg,,,,,,
De meeste automobilisten,ond,vrezen,pv,voor een flinke stijging van de benzineprijzen,vzv,,wwg,,,,,,
De overstekende kinderen,ond,keken,pv,naar de naderende auto,vzv,,wwg,,,,,,
De fietsers,ond,hebben,pv,op de overstekende ganzen,vzv,gewacht,wwg,,,,,,
De geblesseerde atlete,ond,werkte,pv,aan haar conditie,vzv,,wwg,,,,,,
Deze ademhalingsoefening,ond,moeten,pv,voor een betere concentratie,vzv,zorgen,wwg,,,,,,
Mirjam en Anke,ond,hebben,pv,naar het nieuwe adres van hun tante,vzv,gezocht,wwg,,,,,,
Het asiel,ond,zorgt,pv,voor de opvang van weggelopen huisdieren,vzv,,wwg,,,,,,
De gnoe,ond,anticipeerde,pv,op de bewegingen van de leeuwin,vzv,,wwg,,,,,,
Veel basisschoolleerlingen,ond,hebben,pv,aan de avondvierdaagse,vzv,deelgenomen,wwg,,,,,,
De skiërs,ond,genoten,pv,van de prachtige piste,vzv,,wwg,,,,,,
De eindexamenkandidaten,ond,hoopten,pv,op een makkelijk wiskunde-examen,vzv,,wwg,,,,,,
De fans,ond,reageerden op het optreden van hun idool,pv,,vzv,,wwg,,,,,,
De turner,ond,rekende,pv,op een finaleplaats,vzv,,wwg,,,,,,
De bewoners aan de voet van de vulkaan,ond,vreesden,pv,voor een nieuwe uitbarsting,vzv,,wwg,,,,,,
De stamelende burgemeester,ond,moest,pv,naar woorden,vzv,zoeken,wwg,,,,,,
Ambitieuze wetenschappers,ond,hebben,pv,aan een medicijn tegen haarverlies,vzv,gewerkt,wwg,,,,,,
Naar een nieuwe baan,vzv,zal,pv,de ontevreden werknemer,ond,moeten zoeken,wwg,,,,,,
Voor een beter evenwicht,vzv,zal,pv,deze oefening,ond,zorgen,wwg,,,,,,
Op het bordje verboden te betreden,vzv,heeft,pv,de boze boswachter,ond,gewezen,wwg,,,,,,
Aan zijn uithoudingsvermogen,vzv,werkte,pv,de marathonloper,ond,,wwg,,,,,,
Op de volgende trein,vzv,hebben,pv,de gefrustreerde passagiers,ond,gewacht,wwg,,,,,,
Voor een te droge zomer,vzv,vrezen,pv,de meeste boeren,ond,,wwg,,,,,,
Van de aartsrivaal,vzv,heeft,pv,mijn favoriete team,ond,verloren,wwg,,,,,,
Over de trouwdatum,vzv,twijfelt,pv,het verloofde paar,ond,,wwg,,,,,,
Van dat vervelende telefoontje,vzv,is,pv,mijn moeder,ond,geschrokken,wwg,,,,,,
Over de juiste bereidingswijze van de lamsbiefstuk,vzv,ruziën,pv,de chef-koks,ond,,wwg,,,,,,
Op een ruime overwinning,vzv,zal,pv,onze bondscoach,ond,rekenen,wwg,,,,,,
Op de valse beschuldigingen,vzv,reageert,pv,de verontwaardigde autohandelaar,ond,,wwg,,,,,,
Over hun gezamenlijke jeugd,vzv,hebben,pv,de twee oude vriendinnen,ond,gepraat,wwg,,,,,,
Over de gevolgen van zijn daden,vzv,moet,pv,de roekeloze bestuurder,ond,nadenken,wwg,,,,,,
