De burgemeester,ond,mocht,pv,de koninklijke onderscheiding,lv,tijdens de officiële huldiging,bb,aan de Olympisch kampioen,mwv,overhandigen,wwg,,,,,,
Mijn buurjongen,ond,wil,pv,zijn oude scooter,lv,misschien,bb,aan mijn broer,mwv,verkopen,wwg,,,,,,
De criminelen,ond,probeerden,pv,het gestolen kunstwerk,lv,in het buitenland,bb,aan een kunsthandelaar,mwv,te verkopen,wwg,,,,,,
Mijn vader,ond,wilde,pv,zijn boormachine,lv,niet,bb,aan mij,mwv,lenen,wwg,,,,,,
De achtervolgers,ond,gunden,pv,de eindzege,lv,niet,bb,aan de jonge wielrenner,mwv,,wwg,,,,,,
De jonge chirurg,ond,kon,pv,de uitslag van het onderzoek,lv,onmiddellijk,bb,aan de familie van de patiënt,mwv,meedelen,wwg,,,,,,
Onze geschiedenisdocent,ond,vertelde,pv,een prachtig verhaal,lv,tijdens de les,bb,aan ons,mwv,,wwg,,,,,,
Wie,ond,heeft,pv,dat geneesmiddel,lv,in hemelsnaam,bb,aan jouw vader,mwv,voorgeschreven,wwg,,,,,,
De caissière,ond,overhandigde,pv,de kassabon,lv,met een vriendelijke glimlach,bb,aan de klant,mwv,,wwg,,,,,,
Wie,ond,heeft,pv,die rozen,lv,toch,bb,aan mij,mwv,gestuurd,wwg,,,,,,
Welke arts,ond,had,pv,die verboden middelen,lv,vorig jaar,bb,aan de wielrenners,mwv,verkocht,wwg,,,,,,
Wie,ond,kan,pv,het verschil tussen jou en jouw,lv,duidelijk,bb,aan mij,mwv,uitleggen,wwg,,,,,,
Mijn diëtiste,ond,zou,pv,deze snack,lv,onmiddellijk,bb,aan mij,mwv,verbieden,wwg,,,,,,
De goedlachse ober,ond,heeft,pv,het toetje,lv,per ongeluk,bb,aan de verkeerde gasten,mwv,gegeven,wwg,,,,,,
Mijn docent,ond,heeft,pv,mijn rapport,lv,per ongeluk,bb,aan mijn klasgenootje,mwv,gegeven,wwg,,,,,,
Jij,ond,hebt,pv,jouw passer,lv,nooit,bb,aan mij,mwv,geleend,wwg,,,,,,
Niemand,ond,heeft,pv,de huur,lv,nog,bb,aan onze chagrijnige verhuurder,mwv,betaald,wwg,,,,,,
Jij,ond,wilde,pv,jouw oude racefiets,lv,misschien,bb,aan mij,mwv,verkopen,wwg,,,,,,
Mijn zusje,ond,zou,pv,haar telefoonnummer,lv,nooit,bb,aan onbekenden,mwv,geven,wwg,,,,,,
Mijn vader en mijn moeder,ond,hebben,pv,deze bekende sprookjes,lv,vroeger,bb,aan ons,mwv,voorgelezen,wwg,,,,,,
De arbiter,ond,had,pv,de gele kaart,lv,per ongeluk,bb,aan de verkeerde speler,mwv,gegeven,wwg,,,,,,
De viroloog,ond,had,pv,de besmettelijke ziekte,lv,in een mum van tijd,bb,aan zijn familieleden,mwv,overgedragen,wwg,,,,,,
De computerexpert,ond,heeft,pv,deze laptop,lv,uiteindelijk,bb,aan mij,mwv,aangeraden,wwg,,,,,,
Wie,ond,leerde,pv,dat grappige kaarttrucje,lv,toch,bb,aan ons,mwv,,wwg,,,,,,
De zakkenroller,ond,probeerde,pv,de gestolen telefoons,lv,op de hoek van de straat,bb,aan de voorbijgangers,mwv,te verkopen,wwg,,,,,,
De gehaaide verkoper,ond,probeerde,pv,de nieuwe abonnementen,lv,met een mooi verhaal,bb,aan het winkelende publiek,mwv,te verkopen,wwg,,,,,,
De presentator,ond,overhandigde,pv,de trofee,lv,na een korte toespraak,bb,aan de jonge zangeres,mwv,,wwg,,,,,,
Wie,ond,heeft,pv,dat,lv,toen,bb,aan jouw vader,mwv,beloofd,wwg,,,,,,
Mijn schoonvader,ond,wil,pv,zijn oude auto,lv,misschien,bb,aan mij,mwv,verkopen,wwg,,,,,,
De snackbarhouder,ond,heeft,pv,de overvaller,lv,na een korte worsteling,bb,aan de politie,mwv,overgedragen,wwg,,,,,,
Jij,ond,kan,pv,jouw oude fiets,lv,toch,bb,aan hem,mwv,lenen,wwg,,,,,,
De burgemeester,ond,moest,pv,zijn verantwoordelijkheden,lv,tijdens zijn korte vakantie,bb,aan de locoburgemeester,mwv,overdragen,wwg,,,,,,
De gids,ond,heeft,pv,veel mooie verhalen,lv,tijdens de rondleiding,bb,aan ons,mwv,verteld,wwg,,,,,,
Ik,ond,heb,pv,die e-mail,lv,toch,bb,aan de hele klas,mwv,gestuurd,wwg,,,,,,
Mijn arts,ond,heeft,pv,mijn slechte eetgewoontes,lv,nooit,bb,aan mij,mwv,afgeraden,wwg,,,,,,
De mentor van de vierde klas,ond,overhandigde,pv,de eindrapporten,lv,tijdens de laatste bijeenkomst,bb,aan de leerlingen,mwv,,wwg,,,,,,
De kok,ond,wilde,pv,zijn geheime recept,lv,niet,bb,aan zijn nieuwsgierige gasten,mwv,geven,wwg,,,,,,
De bankdirecteur,ond,wilde,pv,de code van de kluis,lv,niet,bb,aan de overvallers,mwv,vertellen,wwg,,,,,,
De rijke weduwnaar,ond,wilde,pv,zijn geld,lv,niet,bb,aan zijn kinderen,mwv,nalaten,wwg,,,,,,
Uw zoon,ond,heeft,pv,zijn excuses,lv,nooit,bb,aan ons,mwv,aangeboden,wwg,,,,,,
De presentator van de televisieshow,ond,heeft,pv,de sleutels van de gloednieuwe auto,lv,tijdens de uitzending,bb,aan de winnaars,mwv,overhandigd,wwg,,,,,,
De inbrekers,ond,wilden,pv,de gestolen goederen,lv,via een veilingsite,bb,aan de hoogste bieder,mwv,verkopen,wwg,,,,,,
Niemand,ond,heeft,pv,het rooster van de toetsweek,lv,ooit,bb,aan ons,mwv,verteld,wwg,,,,,,
Het speelse hondje,ond,wilde,pv,de bal,lv,niet,bb,aan zijn baasje,mwv,geven,wwg,,,,,,
We,ond,hebben,pv,de rekening,lv,nog niet,bb,aan de hoteleigenaar,mwv,betaald,wwg,,,,,,
We,ond,kunnen,pv,deze oude radio's,lv,misschien,bb,aan een verzamelaar,mwv,verkopen,wwg,,,,,,
De sterspeler van Real Madrid,ond,heeft,pv,zijn shirt,lv,na de kampioenswedstrijd,bb,aan het goede doel,mwv,geschonken,wwg,,,,,,
Zijn huisarts,ond,had,pv,die medicijnen,lv,nooit,bb,aan hem,mwv,aangeraden,wwg,,,,,,
De peuter,ond,had,pv,de verkoudheid,lv,onmiddellijk,bb,aan haar zusje,mwv,overgedragen,wwg,,,,,,
De scheidsrechter,ond,gaf,pv,de vrije trap,lv,na een korte aarzeling,bb,aan de tegenpartij,mwv,,wwg,,,,,,
De assistent van de dokter,ond,heeft,pv,de mogelijke bijwerkingen van dat medicijn,lv,nooit,bb,aan de patiënt,mwv,uitgelegd,wwg,,,,,,
Die onbeleefde buurjongen,ond,heeft,pv,zijn verontschuldigingen,lv,nooit,bb,aan ons,mwv,aangeboden,wwg,,,,,,
De bioloog,ond,heeft,pv,allerlei eetbare paddenstoelen,lv,tijdens de wandeling,bb,aan ons,mwv,laten zien,wwg,,,,,,
Reizigers,ond,moeten,pv,hun paspoort,lv,bij elke overstap,bb,aan de douaniers,mwv,laten zien,wwg,,,,,,
De boze automobilist,ond,wilde,pv,zijn rijbewijs,lv,niet,bb,aan de politieagent,mwv,laten zien,wwg,,,,,,
De arrestant,ond,wilde,pv,zijn echte naam,lv,niet,bb,aan de rechercheur,mwv,vertellen,wwg,,,,,,
De directeur,ond,moet,pv,zijn officiële taken,lv,voor 22 januari,bb,aan zijn opvolger,mwv,overdragen,wwg,,,,,,
De voorzitter van de kinderjury,ond,heeft,pv,de hoofdprijs,lv,na een korte toespraak,bb,aan de populaire schrijver,mwv,overhandigd,wwg,,,,,,
Jij,ond,hebt,pv,zijn telefoonnummer,lv,nooit,bb,aan mij,mwv,gevraagd,wwg,,,,,,
Hij,ond,heeft,pv,die grappige anekdote,lv,nooit,bb,aan mij,mwv,verteld,wwg,,,,,,
De serveerster,ond,heeft,pv,het dagmenu,lv,uiteindelijk,bb,aan haar hongerige gasten,mwv,aangeraden,wwg,,,,,,
De liefhebber van Chinees porselein,ond,wilde,pv,zijn mooiste vaas,lv,niet,bb,aan de handelaar,mwv,verkopen,wwg,,,,,,
Je,ond,kan,pv,jouw oude tennisracket,lv,toch,bb,aan onze buurjongen,mwv,geven,wwg,,,,,,
De Nederlandse actrice,ond,schonk,pv,een groot bedrag,lv,tijdens de benefietavond,bb,aan het goede doel,mwv,,wwg,,,,,,
Wij,ond,leveren,pv,onze verse vis,lv,sinds kort,bb,aan de beste restaurants van Nederland,mwv,,wwg,,,,,,
De kunstverzamelaar,ond,heeft,pv,dat kostbare schilderij,lv,gratis,bb,aan een museum,mwv,aangeboden,wwg,,,,,,
De kok,ond,wilde,pv,de bijzondere bereidingswijze van het vlees,lv,niet,bb,aan zijn gasten,mwv,vertellen,wwg,,,,,,
De schooldirectie,ond,zal,pv,de diploma's,lv,morgen,bb,aan de geslaagde leerlingen,mwv,overhandigen,wwg,,,,,,
Mijn wiskundedocent,ond,wilde,pv,zijn rekenmachine,lv,niet,bb,aan mij,mwv,lenen,wwg,,,,,,
Onze biologieleraar,ond,heeft,pv,de werking van de longen,lv,vorige week,bb,aan ons,mwv,uitgelegd,wwg,,,,,,
Ik,ond,zal,pv,jouw geheim,lv,nooit,bb,aan iemand,mwv,vertellen,wwg,,,,,,
De dierenarts,ond,moest,pv,het verdrietige nieuws,lv,helaas,bb,aan het baasje,mwv,vertellen,wwg,,,,,,
De beroemde basketballer,ond,heeft,pv,zijn polsbandje,lv,na de wedstrijd,bb,aan een fan,mwv,gegeven,wwg,,,,,,
Wie,ond,heeft,pv,deze anonieme brief,lv,toch,bb,aan mij,mwv,gestuurd,wwg,,,,,,
De zakkenroller,ond,wilde,pv,de gestolen zonnebrillen,lv,op het drukke plein,bb,aan de voorbijgangers,mwv,verkopen,wwg,,,,,,
Het kleutertje,ond,had,pv,het griepvirus,lv,in een mum van tijd,bb,aan haar klasgenootjes,mwv,overgedragen,wwg,,,,,,
De arbiter,ond,had,pv,de gele kaart,lv,alsnog,bb,aan de zeurende middenvelder,mwv,gegeven,wwg,,,,,,
Mijn rijleraar,ond,had,pv,de datum van mijn examen,lv,niet,bb,aan mij,mwv,verteld,wwg,,,,,,
De trotse kat,ond,wilde,pv,de dode vogel,lv,niet,bb,aan zijn baasje,mwv,geven,wwg,,,,,,
De dieven,ond,wilden,pv,de gestolen auto-onderdelen,lv,in het buitenland,bb,aan garages,mwv,verkopen,wwg,,,,,,
De verkoper,ond,heeft,pv,deze schaatsen,lv,uiteindelijk,bb,aan mij,mwv,aangeraden,wwg,,,,,,
Wie,ond,heeft,pv,zijn werkstuk,lv,nog niet,bb,aan mij,mwv,gegeven,wwg,,,,,,
Mijn opa,ond,wilde,pv,zijn postzegelverzameling,lv,niet,bb,aan de handelaar,mwv,verkopen,wwg,,,,,,
Onze zangdocent,ond,heeft,pv,dat liedje,lv,nog niet,bb,aan ons,mwv,geleerd,wwg,,,,,,
De dokter,ond,wilde,pv,de uitslag van het onderzoek,lv,onmiddellijk,bb,aan mijn vader,mwv,vertellen,wwg,,,,,,
Wie,ond,heeft,pv,de spelregels,lv,vorige keer,bb,aan ons,mwv,uitgelegd,wwg,,,,,,
Mijn vader,ond,heeft,pv,dat boekje,lv,keer op keer,bb,aan ons,mwv,voorgelezen,wwg,,,,,,
Mijn collega,ond,heeft,pv,haar taken,lv,vanwege haar zwangerschap,bb,aan de invaller,mwv,overgedragen,wwg,,,,,,
De choreograaf,ond,gaf,pv,duidelijke aanwijzingen,lv,tijdens de oefening,bb,aan de dansers,mwv,,wwg,,,,,,
Niemand,ond,heeft,pv,het huiswerk,lv,tijdens mijn afwezigheid,bb,aan mij,mwv,verteld,wwg,,,,,,
Mijn buurman,ond,wilde,pv,de tuinslang,lv,niet,bb,aan mij,mwv,lenen,wwg,,,,,,
Wie,ond,heeft,pv,die leugens,lv,toch,bb,aan jou,mwv,verteld,wwg,,,,,,
De geschrokken vrouw,ond,wilde,pv,haar trouwring,lv,niet,bb,aan de agressieve overvallers,mwv,geven,wwg,,,,,,
Wie,ond,overhandigt,pv,de trouwringen,lv,straks,bb,aan het bruidspaar,mwv,,wwg,,,,,,
Hem,mwv,zal,pv,ik,ond,mijn pen,lv,nooit,bb,lenen,wwg,,,,,,
Ons,mwv,wilde,pv,de choreograaf,ond,dat dansje,lv,niet,bb,leren,wwg,,,,,,
Haar,mwv,heb,pv,ik,ond,dat,lv,nooit,bb,beloofd,wwg,,,,,,
Mij,mwv,heeft,pv,hij,ond,dat,lv,nooit,bb,verteld,wwg,,,,,,
De winnaars van de talentenjacht,mwv,heeft,pv,de presentator,ond,de trofee,lv,uiteindelijk,bb,overhandigd,wwg,,,,,,
Niemand,mwv,heb,pv,ik,ond,zijn geheimen,lv,vooralsnog,bb,verteld,wwg,,,,,,
Jou,mwv,heeft,pv,de tandarts,ond,jouw slechte eetgewoontes,lv,onmiddellijk,bb,afgeraden,wwg,,,,,,
Mijn broertje en mij,mwv,hebben,pv,onze ouders,ond,die boekjes,lv,vaak,bb,voorgelezen,wwg,,,,,,
Haar vervelende klasgenootje,mwv,wilde,pv,zij,ond,haar aantekeningen,lv,absoluut niet,bb,lenen,wwg,,,,,,
De dokter en zijn assistente,mwv,heeft,pv,de bezorgde vrouw,ond,haar moedervlek,lv,tijdens het spreekuur,bb,laten zien,wwg,,,,,,
Mijn vader,mwv,heb,pv,ik,ond,de waarheid,lv,uiteindelijk,bb,verteld,wwg,,,,,,
Hem,mwv,heb,pv,ik,ond,de waarheid,lv,niet,bb,verteld,wwg,,,,,,
Mijn oom,mwv,heb,pv,ik,ond,die kwetsende opmerkingen,lv,nooit,bb,vergeven,wwg,,,,,,
Aan de geliefde voetballer,mwv,gunde,pv,de bondscoach,ond,een paar speelminuten,lv,tijdens de wedstrijd tegen Duitsland,bb,,wwg,,,,,,
Haar,mwv,heb,pv,ik,ond,die schuttingwoorden,lv,nooit,bb,geleerd,wwg,,,,,,
Mij,mwv,heeft,pv,hij,ond,dat boekje,lv,nooit,bb,geleend,wwg,,,,,,
Mijn vader,mwv,heb,pv,ik,ond,zijn verjaardagscadeau,lv,tijdens het ontbijt,bb,gegeven,wwg,,,,,,
Aan de bikkelharde verdediger,mwv,gaf,pv,de scheidsrechter,ond,een gele kaart,lv,na zijn grove overtreding,bb,,wwg,,,,,,
Aan zijn directe concurrent,mwv,gaf,pv,de wielrenner,ond,een duw,lv,tijdens de eindsprint,bb,,wwg,,,,,,
De politieagenten,mwv,wilde,pv,de gearresteerde man,ond,zijn echte naam,lv,niet,bb,geven,wwg,,,,,,
Ons,mwv,heeft,pv,hij,ond,dat verhaal,lv,nooit,bb,verteld,wwg,,,,,,
Jou,mwv,heb,pv,ik,ond,zoiets,lv,nooit,bb,beloofd,wwg,,,,,,
Mij,mwv,hadden,pv,jullie,ond,de datum van het schoolfeest,lv,niet,bb,verteld,wwg,,,,,,
Mijn beste vriend,mwv,heb,pv,ik,ond,een nieuw computerspel,lv,voor zijn verjaardag,bb,gegeven,wwg,,,,,,
Mijn zusje,mwv,heb,pv,ik,ond,twee concertkaartjes,lv,voor haar verjaardag,bb,gegeven,wwg,,,,,,
Haar,mwv,hebben,pv,wij,ond,de waarheid,lv,nooit,bb,verteld,wwg,,,,,,
Aan de spits van de tegenpartij,mwv,gaf,pv,de scheidsrechter,ond,een penalty,lv,in de blessuretijd,bb,,wwg,,,,,,
De buitenlandse toeristen,mwv,wilde,pv,de Hongaarse taxichauffeur,ond,het wisselgeld,lv,niet,bb,teruggeven,wwg,,,,,,
Mij,mwv,heb,pv,je,ond,jouw werkboek,lv,helemaal nooit,bb,geleend,wwg,,,,,,
De bezoekers,mwv,heeft,pv,de directeur van de dierentuin,ond,de geboorte van het girafje,lv,zojuist,bb,meegedeeld,wwg,,,,,,
Mijn vriendin,mwv,heb,pv,ik,ond,prachtige oorbellen,lv,voor haar verjaardag,bb,gegeven,wwg,,,,,,
Aan zijn grote rivaal,mwv,wilde,pv,de verslagen president,ond,zijn taken,lv,helemaal niet,bb,overdragen,wwg,,,,,,
Mijn ouders,mwv,heb,pv,ik,ond,mijn excuses,lv,alsnog,bb,aangeboden,wwg,,,,,,
De slordige buurman,mwv,wilde,pv,ik,ond,mijn gereedschapskist,lv,niet,bb,lenen,wwg,,,,,,
Hun,mwv,heb,pv,ik,ond,deze foto's,lv,niet,bb,laten zien,wwg,,,,,,
Hun,mwv,zal,pv,ik,ond,mijn hulp,lv,nooit,bb,aanbieden,wwg,,,,,,
Haar,mwv,heeft,pv,mijn broer,ond,zijn telefoonnummer,lv,nooit,bb,gegeven,wwg,,,,,,
U,mwv,moet,pv,ik,ond,mijn verontschuldigingen,lv,alsnog,bb,aanbieden,wwg,,,,,,
Mij,mwv,had,pv,de dokter,ond,de uitslag van het onderzoek,lv,nog niet,bb,verteld,wwg,,,,,,
Haar,mwv,heb,pv,ik,ond,een doos bonbons,lv,voor valentijnsdag,bb,gegeven,wwg,,,,,,
Ons,mwv,heeft,pv,hij,ond,die formulieren,lv,nooit,bb,gegeven,wwg,,,,,,
Ons,mwv,heeft,pv,de docent,ond,dat grappige filmpje,lv,tijdens het invaluur,bb,laten zien,wwg,,,,,,
Zijn bazen,mwv,wilde,pv,de jachthond,ond,het dode konijn,lv,niet,bb,geven,wwg,,,,,,
Aan de klas van mijn zus,mwv,heeft,pv,de afdelingsleider,ond,de rapporten,lv,nog niet,bb,uitgedeeld,wwg,,,,,,
Jou,mwv,zal,pv,ik,ond,mijn favoriete boek,lv,straks,bb,geven,wwg,,,,,,
Hem,mwv,hebben,pv,wij,ond,onze kampeerspullen,lv,niet,bb,geleend,wwg,,,,,,
Mij,mwv,hadden,pv,ze,ond,een klein armbandje,lv,voor mijn verjaardag,bb,gegeven,wwg,,,,,,
Mij,mwv,heeft,pv,hij,ond,dat boek,lv,nooit,bb,geleend,wwg,,,,,,
Hem,mwv,zal,pv,ik,ond,de waarheid,lv,later,bb,vertellen,wwg,,,,,,
Jou,mwv,wilde,pv,ik,ond,mijn fossielenverzameling,lv,graag,bb,laten zien,wwg,,,,,,
Hem,mwv,heb,pv,ik,ond,mijn hulp,lv,onmiddellijk,bb,aangeboden,wwg,,,,,,
Mijn moeder,mwv,heb,pv,ik,ond,haar favoriete parfum,lv,voor haar verjaardag,bb,gegeven,wwg,,,,,,
De politieagenten,mwv,moest,pv,ik,ond,mijn rijbewijs,lv,tijdens de nachtelijke verkeerscontrole,bb,laten zien,wwg,,,,,,
Jullie,mwv,heeft,pv,hij,ond,zoiets,lv,nooit,bb,beloofd,wwg,,,,,,
Haar,mwv,heb,pv,ik,ond,mijn geschiedenisboek,lv,gisteren,bb,geleend,wwg,,,,,,
Aan mijn zoon,mwv,had,pv,de dokter,ond,dit zalfje,lv,nooit,bb,mogen voorschrijven,wwg,,,,,,
Aan de diabetespatiënt,mwv,had,pv,de apotheker,ond,dit zware medicijn,lv,niet,bb,mogen voorschrijven,wwg,,,,,,
Aan minderjarigen,mwv,mogen,pv,wij,ond,sigaretten en alcohol,lv,niet,bb,verkopen,wwg,,,,,,
Aan de conducteur,mwv,heb,pv,ik,ond,mijn kaartje,lv,nog niet,bb,laten zien,wwg,,,,,,
Jonge kinderen,mwv,mogen,pv,wij,ond,deze gewelddadige films,lv,niet,bb,uitlenen,wwg,,,,,,
Aan de journalist,mwv,mocht,pv,de politieagent,ond,de stand van zaken,lv,niet,bb,vertellen,wwg,,,,,,
Uw zoon,mwv,zou,pv,ik,ond,mijn verontschuldigingen,lv,graag,bb,willen aanbieden,wwg,,,,,,
U,mwv,zou,pv,ik,ond,deze film,lv,absoluut,bb,willen aanraden,wwg,,,,,,
Ons,mwv,wilde,pv,de hoteleigenaar,ond,de kortste route naar het station,lv,niet,bb,vertellen,wwg,,,,,,
Mij,mwv,wilde,pv,de dokter,ond,zwaardere medicijnen,lv,absoluut niet,bb,voorschrijven,wwg,,,,,,
Mij,mwv,heeft,pv,de fysiotherapeut,ond,deze zware oefeningen,lv,onmiddellijk,bb,afgeraden,wwg,,,,,,
Aan de verhuurder van het vakantiehuisje,mwv,wilde,pv,de ontevreden gast,ond,de rekening,lv,niet,bb,betalen,wwg,,,,,,
Aan die wanbetalers,mwv,zal,pv,ons bedrijf,ond,de maandelijkse bestelling,lv,niet,bb,leveren,wwg,,,,,,
Mijn kleine broertje,mwv,hebben,pv,we,ond,het vervelende nieuws,lv,nog niet,bb,verteld,wwg,,,,,,
Echte filmliefhebbers,mwv,zal,pv,ik,ond,deze geweldige Deense thriller,lv,onmiddellijk,bb,aanbevelen,wwg,,,,,,
Muziekliefhebbers,mwv,zal,pv,ik,ond,de nieuwste CD van Coldplay,lv,meteen,bb,aanraden,wwg,,,,,,
Mijn vader,mwv,hebben,pv,mijn broer en ik,ond,een mooi overhemd,lv,voor zijn verjaardag,bb,gegeven,wwg,,,,,,
Mijn opa,mwv,heb,pv,ik,ond,een nieuwe trui,lv,voor zijn verjaardag,bb,gegeven,wwg,,,,,,
Hem,mwv,zou,pv,ik,ond,mijn laptop,lv,nooit,bb,lenen,wwg,,,,,,
Aan de rijke kunsthandelaar,mwv,wilde,pv,de Hongaarse vrouw,ond,dat schilderijtje,lv,niet,bb,verkopen,wwg,,,,,,
De directeur,mwv,heb,pv,ik,ond,mijn ontslagbrief,lv,gisteren,bb,gegeven,wwg,,,,,,
Mijn vrouw,mwv,heb,pv,ik,ond,een weekendje Parijs,lv,voor onze trouwdag,bb,beloofd,wwg,,,,,,
Mij,mwv,heeft,pv,onze leraar,ond,dat papiertje,lv,nooit,bb,gegeven,wwg,,,,,,
Niemand,mwv,zal,pv,ik,ond,mijn geheim,lv,ooit,bb,toevertrouwen,wwg,,,,,,
Haar,mwv,heb,pv,ik,ond,die medicijnen,lv,nooit,bb,voorgeschreven,wwg,,,,,,
Pasgeboren baby's,mwv,mogen,pv,wij,ond,deze zware medicijnen,lv,absoluut niet,bb,geven,wwg,,,,,,
Ons,mwv,overhandigde,pv,de rector,ond,een glaasje champagne,lv,na de diploma-uitreiking,bb,,wwg,,,,,,
Hongerige gasten,mwv,raadt,pv,de ober,ond,het dagmenu,lv,meestal,bb,,wwg,aan,restpv,,,,
Onze oma,mwv,hebben,pv,wij,ond,een foto van de kleinkinderen,lv,voor haar verjaardag,bb,gegeven,wwg,,,,,,
Hem,mwv,heb,pv,ik,ond,dat,lv,regelmatig,bb,verteld,wwg,,,,,,
Mij,mwv,wilde,pv,mijn muzieklerares,ond,haar oude piano,lv,heel graag,bb,verkopen,wwg,,,,,,
Ons,mwv,hebben,pv,onze buren,ond,een lief kaartje,lv,vanaf hun vakantieadres,bb,verstuurd,wwg,,,,,,
Haar,mwv,heb,pv,ik,ond,de uitnodiging,lv,nog niet,bb,verstuurd,wwg,,,,,,
Onze moeder,mwv,hebben,pv,wij,ond,een schitterende jurk,lv,voor haar vijftigste verjaardag,bb,gegeven,wwg,,,,,,
Mijn broertje,mwv,heb,pv,ik,ond,dat boek,lv,vaak,bb,voorgelezen,wwg,,,,,,
Mij,mwv,wilde,pv,hij,ond,zijn Ipod,lv,niet,bb,lenen,wwg,,,,,,
Hun,mwv,heb,pv,ik,ond,de kampeerspullen,lv,gisteren,bb,teruggegeven,wwg,,,,,,
Haar,mwv,heeft,pv,hij,ond,zijn rekenmachine,lv,nooit,bb,geleend,wwg,,,,,,
Trouwe klanten,mwv,bood,pv,de dure kledingwinkel,ond,extra korting,lv,tijdens de uitverkoop,bb,,wwg,aan,restpv,,,,
Minderjarigen,mwv,mogen,pv,wij,ond,deze drankjes,lv,niet,bb,verkopen,wwg,,,,,,
Haar,mwv,heb,pv,ik,ond,mijn hele levensverhaal,lv,gisteren,bb,verteld,wwg,,,,,,
Mijn oppaskinderen,mwv,heb,pv,ik,ond,die leuke boekjes,lv,heel vaak,bb,voorgelezen,wwg,,,,,,
Mij,mwv,heeft,pv,de oogarts,ond,contactlenzen,lv,absoluut niet,bb,afgeraden,wwg,,,,,,
Hem,mwv,heb,pv,ik,ond,mijn schaar,lv,vorige week,bb,geleend,wwg,,,,,,
Jouw ouders,mwv,zou,pv,ik,ond,mijn verontschuldigingen,lv,nogmaals,bb,willen aanbieden,wwg,,,,,,
Zijn patiënte,mwv,heeft,pv,de oogarts,ond,tijdens het consult,bb,de resultaten van het onderzoek,lv,verteld,wwg,,,,,,
Aan het kinderziekenhuis,mwv,heeft,pv,de gefortuneerde ondernemer,ond,vorig jaar,bb,een groot geldbedrag,lv,geschonken,wwg,,,,,,
Wie,mwv,heeft,pv,hij,ond,gisteren,bb,zijn grafische rekenmachine,lv,geleend,wwg,,,,,,
Welke bedrijven,mwv,heb,pv,jij,ond,de afgelopen maanden,bb,een sollicitatiebrief,lv,gestuurd,wwg,,,,,,
Welk meisje,mwv,had,pv,jij,ond,tijdens dat feestje,bb,jouw telefoonnummer,lv,gegeven,wwg,,,,,,
Aan wie,mwv,heeft,pv,de leraar,ond,na de les,bb,het klassenboek,lv,gegeven,wwg,,,,,,
Kleine kinderen,mwv,geeft,pv,de slager,ond,altijd,bb,een plakje worst,lv,,wwg,,,,,,
Aan het blonde kleutertje,mwv,overhandigde,pv,de ijscoman,ond,met een knipoog,bb,het waterijsje,lv,,wwg,,,,,,
Aan zijn opvolger,mwv,heeft,pv,de oud-burgemeester,ond,na zijn laatste werkdag,bb,de sleutel van zijn kantoor,lv,overhandigd,wwg,,,,,,
Aan alle grote scholen,mwv,leveren,pv,wij,ond,sinds kort,bb,het voorgedrukte proefwerkpapier,lv,,wwg,,,,,,
Aan de nachtzuster,mwv,droeg,pv,de verpleger,ond,na een lange dienst,bb,het patiëntendossier,lv,,wwg,over,restpv,,,,
De geopereerde patiënt,mwv,moest,pv,de zuster,ond,elke drie uur,bb,een pijnstiller,lv,geven,wwg,,,,,,
Aan de Somalische regering,mwv,heeft,pv,het Nederlandse marineschip,ond,vorige week,bb,de gearresteerde piraten,lv,overgedragen,wwg,,,,,,
Aan zijn grote concurrent,mwv,moest,pv,de Italiaanse premier,ond,na zijn verkiezingsnederlaag,bb,de macht,lv,overdragen,wwg,,,,,,
Haar jongste dochter,mwv,heeft,pv,zij,ond,als dank,bb,het huisje in Frankrijk,lv,nagelaten,wwg,,,,,,
De Olympische winnaars,mwv,overhandigde,pv,de kroonprins,ond,na een korte toespraak,bb,de koninklijke onderscheiding,lv,,wwg,,,,,,
Wie,mwv,heeft,pv,hij,ond,vorige week,bb,zijn laptop,lv,geleend,wwg,,,,,,
De melkboer,mwv,moest,pv,ik,ond,vorige week,bb,het openstaande bedrag,lv,betalen,wwg,,,,,,
De honderdduizendste bezoeker van het warenhuis,mwv,heeft,pv,de directeur,ond,vorige week,bb,waardebonnen,lv,aangeboden,wwg,,,,,,
Aan de wachtende klant,mwv,heeft,pv,de receptioniste,ond,vriendelijk,bb,een kopje thee,lv,overhandigd,wwg,,,,,,
Mij,mwv,heb,pv,je,ond,nooit,bb,jouw verrekijker,lv,geleend,wwg,,,,,,
Hem,mwv,heb,pv,je,ond,vorige week,bb,jouw opdrachtenboekje,lv,gegeven,wwg,,,,,,
Ons,mwv,heeft,pv,de rector,ond,tijdens de ceremonie,bb,het diploma,lv,overhandigd,wwg,,,,,,
Mij,mwv,wil,pv,mijn muziekleraar,ond,graag,bb,zijn oude piano,lv,verkopen,wwg,,,,,,
Haar,mwv,heeft,pv,de bedrijfsarts,ond,vorige maand,bb,een periode van absolute rust,lv,aangeraden,wwg,,,,,,
De bezoekers van de dierentuin,mwv,heeft,pv,de directeur,ond,trots,bb,de geboorte van het olifantje,lv,meegedeeld,wwg,,,,,,
Mijn zus en mij,mwv,schonk,pv,onze moeder,ond,na schooltijd,bb,een lekker kopje thee,lv,,wwg,in,restpv,,,,
